Piornal E
Ávila B
Agüimes C
Salou C
Zalamea de la Serena E
Torre-Pacheco C
Pego D
Albuñol E
Altura E
Sabucedo E
Segovia B
Zahara E
Sitges C
Cuenca B
Riaza E
Orduña E
Dos Hermanas A
Buñol E
Daimiel D
Ordizia E
Reus A
San Cristóbal de La Laguna A
Ciudad Rodrigo D
Villarta de San Juan E
Teruel C
Riveira C
Sada D
Villacañas E
Coria del Río C
Viana E
Valdés D
Laracha D
Montilla C
Insierto E
Reinosa E
Balsareny E
Azuqueca de Henares C
Medina del Campo C
León A
Lalín C
Fuente de Cantos E
Laredo D
Allariz E
Carasa E
Arrecife B
Villarramiel E
Amurrio D
Manises C
Santo Domingo de la Calzada E
Fuentepelayo E
Lejona C
Berga D
Tafalla D
Padrón E
Linares B
Rincón de la Victoria C
San Esteban del Valle E
Carballo C
Los Corrales de Buelna D
Olmedo E
Cambados D
Lérida A
Santander A
Santurce C
Viana do Bolo E
Calanda E
Nava de la Asunción E
Ronda C
Lorca B
Añora E
Boqueixón E
Sestao C
Val de San Vicente E
Torrelavega B
Valdepeñas C
Oliva C
Irún B
Hellín C
Roquetas de Mar B
Chanteiro E
Solsona E
Puebla de Segur E
Algeciras A
Plasencia C
Játiva C
Colmenar Viejo C
Madrid A
Gerona B
Torremolinos B
Cáceres B
Córdoba A
Guadalajara B
Piélagos C
Acehúche E
Gádor E
Lugo B
Bergondo E
Molina de Segura B
Cartagena A
Valladolid A
Bornos E
Getafe A
Vitoria A
Echévarri D
Purchena E
Cangas de Onís E
Basauri C
Alicante A
Mérida B
Sepúlveda E
Ponteareas C
Huelva A
Haro D
Miguelturra D
Beas de Segura E
Cuart de Poblet C
Pontevedra B
Villarrobledo C
Nava E
Vinarós C
Vedra E
Torrejón de Ardoz A
Guadix D
Potes E
Carchelejo E
Tarazona de la Mancha E
Nava del Rey E
Pamplona A
Munguía D
Villa de Mazo E
San Pedro Alcántara E
Centro E
Almería A
Móstoles A
Dénia C
Málaga A
La Roda D
La Alberca E
Toro E
Cabezuela del Valle E
Almendralejo C
Granada A
Enguera E
Bailén D
Lena D
Alba de Tormes E
Lepe C
Riogordo E
Navalmoral de la Mata D
Toledo B
Verín D
Portugalete C
Alhama de Murcia C
Los Realejos C
Valls C
Dos Torres E
Benicarló C
Villafranca de los Barros D
Humanes E
Bilbao A
Tarazona D
Caravaca de la Cruz C
Mutxamel C
Colmenar de Oreja E
Cañete E
Cudillero E
Ares E
Tarragona A
Fuentesaúco E
Mieres C
A Coruña A
Colmenar E
Almáchar E
San Vicente de la Sonsierra E
Betanzos E
Sanlúcar de BarramedaB
Telde A
Cuéllar D
Villajoyosa C
Huesca B
Santa Eugenia de Berga E
Villamartín D
Almonte C
Fraga D
Cacabelos E
Aranda de Duero C
Alcázar de San Juan C
Muros E
Silió E
Barcenaciones E
Terrer E
Feria E
Laxe E
Gandía B
Daroca E
Lucena C
Boiro D
Arbo E
San Sebastián de los Reyes B
Santa Cruz de Tenerife A
Munébrega E
Navia E
Avilés B
Ramales de la Victoria E
Vila de Cruces E
Escobedo E
Palma Palma A
El Viso E
Villanueva y Geltrú B
Vigo  A
Algemesí C
Consuegra D
Boimorto E
San Pedro Manrique E
Elche A
Barcelona A
Xinzo de Limia D
Ciudad Real B
Valverde de Jácar E
Bonares E
Manzanares D
Castril E
Lituénigo E
Lesaca E
Alájar E
Paterna B
Alcorcón A
Alcalá de Henares A
Candás E
Santa Coloma de Gramanet A
Astorga D
Zamora B
Villanueva de la Cañada D
Soria Soria C
Manresa B
Camariñas E
Torrevieja B
Sevilla A
Cornellá de Llobregat B
Redondela C
Cómpeta E
Graus E
Villanueva del Ariscal E
Caspe E
Almansa C
Agaete E
Badalona A
Ribadavia E
Tui D
Almenara E
Lerma E
Candelaria C
Horcajo de Santiago E
Camuñas E
Albacete A
Arbós E
Olot C
Miranda de Ebro C
Borja E
Parla A
Almonaster la Real E
Navalvillar de Pela E
Moratalla C
Salceda de Caselas E
Elda B
Jaén A
Lekeitio E
Canals D
Béjar D
Cogolludo E
Santiago de Compostela B
Lagartera E
Talavera de la Reina B
Mondoñedo E
Gijón A
Rebollar E
Mairena del Alcor C
A Pobra do Caramiñal E
Aranjuez B
Tudela C
Cuevas del Almanzora D
Rubí B
El Molar E
San Vicente del Raspeig B
Bustares E
Alcoy B
Benicasim D
Santoña D
Illescas C
Teror D
Inca C
Abanilla E
Cártama C
Valencia de Alcántara E
Mataró A
Figueras C
Ferrol B
Castro Urdiales C
Aguilar de Campoo E
Cocentaina D
Galdácano C
Guernica y Luno D
Estella D
Ibi C
Zaragoza A
Jalance E
Fuenlabrada A
Oímbra E
Santa Cruz de la Palma  D
El Grao E
Cervera E
Castellón de la Plana A
Las Palmas de Gran Canaria A
Benavente D
Jerez de la Frontera A
Carranque E
El Ejido B
Palencia B
Benamocarra E
Coria D
Collado Villalba B
Almuñécar C
Salamanca A
Fuentes de Andalucía E
Ponferrada B
Puente Viesgo E
Andújar C
San Baudilio de Llobregat B
Tauste E
Alcudia D
Moraña E
Almazora C
Arcade E
Tolosa D
Laguna de Negrillos E
Ginés Gines D
Jumilla C
Estepona B
Baracaldo A
Alar del Rey E
Herencia E
Requena C
Banyeres de Mariola E
Almoradí E
Jarandilla de la Vera E
Motril B
Arzúa E
San Fernando B
Cullera C
Valverde de la Virgen E
Molina de Aragón E
Antequera C
San Sebastián A
Murcia A
Baiona D
Sueca C
Onteniente C
Bakio E
Almazán E
Sineu E
Llanes Llanes D
La Carolina D
Valencia A
Úbeda C
Archidona E
Llodio D
Ourense A
Águilas C
Fitero E
Totana C
La Ametlla de Mar E
Leganés A
Jaca D
Cádiz A
Cañada E
Arbancón E
Quirós E
Rianxo B
Cabanillas del Campo E
Atienza E
Vilalba D
Mora E
Molins de Rei C
Ruente E
Catoira E
Frías E
Burgos A
Logroño A
Oviedo A
Valmojado E
Caudete D
Villena C
Calatayud C
Valdemorillo D
Bocairente E
Martos C
Mancha Real D
Marbella A
Blanes Blanes C
Segorbe E
Cigales E
Priego de Córdoba C
Montehermoso E
Vall de Uxó C
Badajoz A
Moreda E
Durango C
Tortosa C
Cedeira E
San Pablo de los Montes E
Novallas E
Sabadell A
Yecla C
Cabezón de la Sal E
